"RecountID","Video_Line_Name","SurveyID","VideoOperatorID","Minute","BurrowCount","NephropsIn","NephropsOut","StopTime","StartTime","Unusuable"
995,146,"CV20017",1,5,3,0,0,NA,NA,NA
996,146,"CV20017",1,6,0,0,0,NA,NA,NA
997,146,"CV20017",1,7,3,0,0,NA,NA,NA
998,146,"CV20017",1,8,1,0,0,NA,NA,NA
1002,146,"CV20017",3,2,1,0,0,NA,NA,NA
1003,146,"CV20017",3,3,2,0,0,NA,NA,NA
1004,146,"CV20017",3,4,3,0,0,NA,NA,NA
1005,146,"CV20017",3,5,5,0,0,NA,NA,NA
1006,146,"CV20017",3,6,0,0,0,NA,NA,NA
1007,146,"CV20017",3,7,6,0,0,NA,NA,NA
1008,146,"CV20017",3,8,2,0,0,NA,NA,NA
1032,152,"CV20017",1,2,10,0,0,1899-12-30 00:01:00,1899-12-30 00:01:05,NA
1033,152,"CV20017",1,3,6,0,0,1899-12-30 00:02:00,1899-12-30 00:02:10,NA
1034,152,"CV20017",1,4,4,0,0,NA,NA,NA
1035,152,"CV20017",1,5,5,0,0,1899-12-30 00:04:00,1899-12-30 00:04:14,NA
1036,152,"CV20017",1,6,7,0,0,1899-12-30 00:05:00,1899-12-30 00:05:09,NA
1037,152,"CV20017",1,7,6,0,0,NA,NA,NA
1038,152,"CV20017",1,8,7,0,0,NA,NA,NA
1042,152,"CV20017",3,2,12,0,0,1899-12-30 00:01:00,1899-12-30 00:01:05,NA
1043,152,"CV20017",3,3,5,0,0,1899-12-30 00:02:00,1899-12-30 00:02:10,NA
1044,152,"CV20017",3,4,5,0,0,NA,NA,NA
1045,152,"CV20017",3,5,3,0,0,1899-12-30 00:04:00,1899-12-30 00:04:14,NA
1046,152,"CV20017",3,6,8,0,0,1899-12-30 00:05:00,1899-12-30 00:05:09,NA
1047,152,"CV20017",3,7,7,0,0,NA,NA,NA
1048,152,"CV20017",3,8,8,0,0,NA,NA,NA
1052,153,"CV20017",8,2,10,0,0,NA,NA,NA
1053,153,"CV20017",8,3,9,0,0,NA,NA,NA
1054,153,"CV20017",8,4,15,0,0,NA,NA,NA
1055,153,"CV20017",8,5,9,0,0,NA,NA,NA
1056,153,"CV20017",8,6,4,0,0,1899-12-30 00:05:00,1899-12-30 00:05:05,NA
1057,153,"CV20017",8,7,4,0,0,1899-12-30 00:06:00,1899-12-30 00:06:08,NA
1058,153,"CV20017",8,8,2,0,0,NA,NA,NA
1062,153,"CV20017",3,2,11,0,0,NA,NA,NA
1063,153,"CV20017",3,3,8,0,0,NA,NA,NA
1064,153,"CV20017",3,4,12,0,0,NA,NA,NA
1065,153,"CV20017",3,5,10,0,0,NA,NA,NA
1066,153,"CV20017",3,6,8,0,0,1899-12-30 00:05:00,1899-12-30 00:05:05,NA
1067,153,"CV20017",3,7,3,0,0,1899-12-30 00:06:00,1899-12-30 00:06:08,NA
1068,153,"CV20017",3,8,4,0,0,NA,NA,NA
1072,156,"CV20017",1,2,5,0,0,NA,NA,NA
1073,156,"CV20017",1,3,1,0,0,NA,NA,NA
1074,156,"CV20017",1,4,0,0,0,NA,NA,NA
1075,156,"CV20017",1,5,0,0,0,NA,NA,NA
1076,156,"CV20017",1,6,0,0,0,NA,NA,NA
1077,156,"CV20017",1,7,6,0,0,NA,NA,NA
1078,156,"CV20017",1,8,1,0,0,NA,NA,NA
1082,156,"CV20017",3,2,5,0,0,NA,NA,NA
1083,156,"CV20017",3,3,3,0,0,NA,NA,NA
1084,156,"CV20017",3,4,1,0,0,NA,NA,NA
1085,156,"CV20017",3,5,2,0,0,NA,NA,NA
1086,156,"CV20017",3,6,0,0,0,NA,NA,NA
1087,156,"CV20017",3,7,5,0,0,NA,NA,NA
1088,156,"CV20017",3,8,0,0,0,NA,NA,NA
1092,158,"CV20017",1,2,5,0,0,NA,NA,NA
1093,158,"CV20017",1,3,8,0,0,NA,NA,NA
1094,158,"CV20017",1,4,6,0,0,1899-12-30 00:03:00,1899-12-30 00:03:04,NA
1095,158,"CV20017",1,5,4,0,0,1899-12-30 00:04:00,1899-12-30 00:04:04,NA
1096,158,"CV20017",1,6,4,0,0,1899-12-30 00:05:00,1899-12-30 00:05:04,NA
1097,158,"CV20017",1,7,6,0,0,1899-12-30 00:06:00,1899-12-30 00:06:04,NA
1098,158,"CV20017",1,8,1,0,0,1899-12-30 00:07:00,1899-12-30 00:07:22,NA
1103,158,"CV20017",3,2,6,0,0,NA,NA,NA
1104,158,"CV20017",3,3,6,0,0,NA,NA,NA
1105,158,"CV20017",3,4,8,0,0,1899-12-30 00:03:00,1899-12-30 00:03:04,NA
1106,158,"CV20017",3,5,5,0,0,1899-12-30 00:04:00,1899-12-30 00:04:04,NA
1107,158,"CV20017",3,6,5,0,0,1899-12-30 00:05:00,1899-12-30 00:05:04,NA
1108,158,"CV20017",3,7,7,0,0,1899-12-30 00:06:00,1899-12-30 00:06:04,NA
1109,158,"CV20017",3,8,2,0,0,1899-12-30 00:07:00,1899-12-30 00:07:22,NA
1114,164,"CV20017",3,2,14,0,0,1899-12-30 00:01:00,1899-12-30 00:01:16,NA
1115,164,"CV20017",3,3,11,0,0,NA,NA,NA
1116,164,"CV20017",3,4,9,0,0,1899-12-30 00:03:00,1899-12-30 00:03:14,NA
1117,164,"CV20017",3,5,10,0,0,1899-12-30 00:04:00,1899-12-30 00:04:21,NA
1118,164,"CV20017",3,6,15,0,0,NA,NA,NA
1119,164,"CV20017",3,7,13,0,0,NA,NA,NA
1120,164,"CV20017",3,8,10,0,0,NA,NA,NA
1123,163,"CV20017",8,1,0,0,0,NA,NA,NA
1124,163,"CV20017",8,2,0,0,0,NA,NA,NA
1125,163,"CV20017",8,3,0,0,0,NA,NA,NA
1126,163,"CV20017",8,4,0,0,0,NA,NA,NA
1127,163,"CV20017",8,5,0,0,0,NA,NA,NA
1128,163,"CV20017",8,6,0,0,0,NA,NA,NA
1129,163,"CV20017",8,7,0,0,0,NA,NA,NA
1130,163,"CV20017",8,8,0,0,0,NA,NA,NA
1131,163,"CV20017",1,1,0,0,0,NA,NA,NA
1132,163,"CV20017",1,2,0,0,0,NA,NA,NA
1133,163,"CV20017",1,3,0,0,0,NA,NA,NA
1134,163,"CV20017",1,4,0,0,0,NA,NA,NA
1135,163,"CV20017",1,5,0,0,0,NA,NA,NA
1136,163,"CV20017",1,6,0,0,0,NA,NA,NA
1137,163,"CV20017",1,7,0,0,0,NA,NA,NA
1138,163,"CV20017",1,8,0,0,0,NA,NA,NA
1140,129,"CV20017",1,2,1,0,0,NA,NA,NA
1141,129,"CV20017",1,3,10,0,0,NA,NA,NA
1142,129,"CV20017",1,4,7,0,0,NA,NA,NA
1143,129,"CV20017",1,5,9,0,0,NA,NA,NA
1144,129,"CV20017",1,6,13,0,0,NA,NA,NA
1145,129,"CV20017",1,7,4,0,0,NA,NA,NA
1146,129,"CV20017",1,8,6,0,0,NA,NA,NA
1150,140,"CV20017",1,2,4,0,0,NA,NA,NA
1151,140,"CV20017",1,3,12,0,0,NA,NA,NA
1152,140,"CV20017",1,4,7,0,0,NA,NA,NA
1153,140,"CV20017",1,5,10,0,0,NA,NA,NA
1154,140,"CV20017",1,6,9,0,0,NA,NA,NA
1155,140,"CV20017",1,7,3,0,0,NA,NA,NA
1156,140,"CV20017",1,8,3,0,0,NA,NA,NA
1160,140,"CV20017",3,2,6,0,0,NA,NA,NA
1161,140,"CV20017",3,3,13,0,0,NA,NA,NA
1162,140,"CV20017",3,4,10,0,0,NA,NA,NA
1163,140,"CV20017",3,5,7,0,0,NA,NA,NA
1164,140,"CV20017",3,6,7,0,0,NA,NA,NA
1165,140,"CV20017",3,7,3,0,0,NA,NA,NA
1166,140,"CV20017",3,8,3,0,0,NA,NA,NA
1170,141,"CV20017",8,2,10,0,0,NA,NA,NA
1171,141,"CV20017",8,3,10,0,0,1899-12-30 00:02:00,1899-12-30 00:02:16,NA
1172,141,"CV20017",8,4,21,0,0,1899-12-30 00:03:00,1899-12-30 00:03:09,NA
1174,141,"CV20017",8,6,11,0,0,1899-12-30 00:05:00,1899-12-30 00:05:02,NA
1175,141,"CV20017",8,7,14,0,0,NA,NA,NA
1176,141,"CV20017",8,8,13,0,0,NA,NA,NA
1177,141,"CV20017",8,9,12,0,0,NA,NA,NA
1180,141,"CV20017",3,2,11,0,0,NA,NA,NA
1181,141,"CV20017",3,3,6,0,0,1899-12-30 00:02:00,1899-12-30 00:02:16,NA
1182,141,"CV20017",3,4,18,0,0,1899-12-30 00:03:00,1899-12-30 00:03:09,NA
1184,141,"CV20017",3,6,13,0,0,1899-12-30 00:05:00,1899-12-30 00:05:02,NA
1185,141,"CV20017",3,7,12,0,0,NA,NA,NA
1186,141,"CV20017",3,8,13,0,0,NA,NA,NA
1187,141,"CV20017",3,9,12,0,0,NA,NA,NA
1190,143,"CV20017",1,2,20,0,0,NA,NA,NA
1191,143,"CV20017",1,3,24,0,0,NA,NA,NA
1192,143,"CV20017",1,4,27,0,0,NA,NA,NA
1193,143,"CV20017",1,5,16,0,0,1899-12-30 00:04:00,1899-12-30 00:04:05,NA
1194,143,"CV20017",1,6,34,0,0,NA,NA,NA
1195,143,"CV20017",1,7,23,0,0,NA,NA,NA
1196,143,"CV20017",1,8,27,0,0,NA,NA,NA
1210,143,"CV20017",3,2,19,0,0,NA,NA,NA
1211,143,"CV20017",3,3,22,0,0,NA,NA,NA
1212,143,"CV20017",3,4,19,0,0,NA,NA,NA
1213,143,"CV20017",3,5,16,0,0,1899-12-30 00:04:00,1899-12-30 00:04:05,NA
1214,143,"CV20017",3,6,27,0,0,NA,NA,NA
1215,143,"CV20017",3,7,23,0,0,NA,NA,NA
1216,143,"CV20017",3,8,27,0,0,NA,NA,NA
1220,148,"CV20017",8,2,20,0,0,NA,NA,NA
1221,148,"CV20017",8,3,13,0,0,NA,NA,NA
1222,148,"CV20017",8,4,13,0,0,NA,NA,NA
1223,148,"CV20017",8,5,17,0,0,NA,NA,NA
1224,148,"CV20017",8,6,15,0,0,NA,NA,NA
1225,148,"CV20017",8,7,18,0,0,NA,NA,NA
1226,148,"CV20017",8,8,13,0,0,NA,NA,NA
1230,148,"CV20017",3,2,21,0,0,NA,NA,NA
1231,148,"CV20017",3,3,16,0,0,NA,NA,NA
1232,148,"CV20017",3,4,16,0,0,NA,NA,NA
1233,148,"CV20017",3,5,19,0,0,NA,NA,NA
1234,148,"CV20017",3,6,18,0,0,NA,NA,NA
1235,148,"CV20017",3,7,18,0,0,NA,NA,NA
1236,148,"CV20017",3,8,14,0,0,NA,NA,NA
1290,162,"CV20017",6,2,2,0,0,NA,NA,NA
1291,162,"CV20017",6,3,0,0,0,NA,NA,NA
1292,162,"CV20017",6,4,0,0,0,NA,NA,NA
1293,162,"CV20017",6,5,0,0,0,NA,NA,NA
1294,162,"CV20017",6,6,0,0,0,NA,NA,NA
1295,162,"CV20017",6,7,0,0,0,NA,NA,NA
1296,162,"CV20017",6,8,0,0,0,NA,NA,NA
1300,162,"CV20017",12,2,1,0,0,NA,NA,NA
1301,162,"CV20017",12,3,0,0,0,NA,NA,NA
1302,162,"CV20017",12,4,0,0,0,NA,NA,NA
1303,162,"CV20017",12,5,0,0,0,NA,NA,NA
1304,162,"CV20017",12,6,0,0,0,NA,NA,NA
1305,162,"CV20017",12,7,0,0,0,NA,NA,NA
1306,162,"CV20017",12,8,0,0,0,NA,NA,NA
